Date,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,WS2M,WD2M,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_SW_DWN,PS,QV2M,T2MDEW,T2MWET,Governorate
2019-07-04,25.44,34.37,18.14,50.83,0.0,3.12,12.7,8.706,8.3897,3.8832,8.7353,95.84,9.04,10.82,18.13,North Sinai
2019-07-05,24.72,33.65,16.35,49.55,0.0,2.83,1.5,8.653,8.4182,3.857,8.7086,95.61,8.72,10.86,17.79,North Sinai
2019-07-06,26.41,35.65,17.67,43.76,0.0,2.42,351.5,8.5361,8.7442,3.8225,8.5738,95.45,8.23,9.7,18.05,North Sinai
2019-07-07,27.3,35.71,19.51,52.25,0.0,2.87,317.5,8.4461,9.013,3.8311,8.4989,95.51,10.53,13.23,20.26,North Sinai
2019-07-08,27.34,35.33,19.34,47.82,0.0,2.61,306.8,8.4626,8.8858,3.8119,8.4871,95.71,9.87,12.65,19.99,North Sinai
2019-07-09,27.92,36.41,19.58,43.93,0.0,2.04,349.1,8.5435,8.8301,3.8371,8.5694,95.74,8.98,10.88,19.4,North Sinai
2019-07-10,27.91,36.39,20.29,40.0,0.0,1.86,334.3,8.4461,9.0862,3.8136,8.4907,95.45,8.41,9.93,18.92,North Sinai
2019-07-11,28.57,37.53,19.89,41.97,0.0,1.89,348.2,8.3681,9.1006,3.7709,8.3842,95.41,8.81,10.46,19.52,North Sinai
2019-07-12,31.03,39.68,23.69,32.92,0.0,2.68,326.6,8.3522,9.2724,3.7934,8.3654,95.69,8.2,9.54,20.28,North Sinai
2019-07-13,27.74,35.55,21.05,47.45,0.0,3.1,317.3,8.531,8.9162,3.8719,8.5452,95.76,10.06,12.7,20.22,North Sinai
2019-07-14,26.47,35.11,19.03,46.99,0.0,2.33,3.2,8.4629,8.6539,3.7822,8.4922,95.63,9.05,11.05,18.76,North Sinai
2019-07-15,26.36,34.07,19.3,48.59,0.0,2.61,345.7,8.4389,8.9772,3.834,8.4703,95.62,9.63,12.35,19.35,North Sinai
2019-07-16,28.22,36.61,19.9,39.51,0.0,1.71,0.4,8.0563,9.3658,3.7003,8.1682,95.64,8.58,10.53,19.38,North Sinai
2019-07-17,33.14,41.73,24.92,28.78,0.0,5.02,264.5,7.3205,10.0798,3.3036,7.4822,95.4,8.42,9.79,21.46,North Sinai
2019-07-18,29.35,36.93,23.08,52.43,0.0,3.61,324.8,8.1624,9.4882,3.7752,8.1938,95.65,12.65,16.62,22.99,North Sinai
2019-07-19,27.01,34.42,20.83,51.13,0.0,2.92,352.9,8.1374,9.007,3.6698,8.1787,95.93,10.79,14.21,20.61,North Sinai
2019-07-20,25.4,33.11,18.99,55.63,0.0,3.05,345.2,8.2764,8.8229,3.7476,8.2874,95.95,10.67,14.08,19.74,North Sinai
2019-07-21,25.0,32.95,17.91,56.27,0.0,2.98,352.6,8.3021,8.8726,3.7591,8.3189,95.81,10.48,13.82,19.41,North Sinai
2019-07-22,26.25,34.54,19.06,54.95,0.0,3.21,4.4,8.2567,8.8351,3.7267,8.2603,95.65,10.91,14.32,20.28,North Sinai
2019-07-23,27.27,35.87,18.8,50.85,0.0,3.2,6.2,8.3436,8.8066,3.7757,8.3856,95.46,10.27,13.08,20.17,North Sinai
2019-07-24,27.73,36.2,19.43,48.3,0.0,2.36,352.4,8.4259,8.706,3.7373,8.473,95.52,9.9,12.32,20.03,North Sinai
2019-07-25,27.75,36.49,20.03,50.04,0.0,2.23,345.9,8.3707,8.8032,3.7642,8.3928,95.68,10.48,13.42,20.59,North Sinai
2019-07-26,26.9,35.23,19.72,53.76,0.0,2.76,337.4,8.1756,8.6753,3.6362,8.2121,95.6,10.9,14.05,20.48,North Sinai
2019-07-27,26.77,34.16,20.13,52.36,0.0,2.73,337.9,8.0398,8.8531,3.6106,8.0803,95.37,10.65,13.72,20.25,North Sinai
2019-07-28,26.66,34.14,19.52,49.83,0.0,2.11,320.4,8.0902,8.9849,3.6583,8.1098,95.35,10.13,12.89,19.78,North Sinai
2019-07-29,26.82,35.2,19.91,46.1,0.0,2.05,327.7,8.2956,8.6664,3.7063,8.334,95.49,9.02,10.61,18.72,North Sinai
2019-07-30,28.1,37.67,18.66,45.18,0.0,2.67,12.1,8.3976,8.5793,3.7171,8.425,95.5,9.19,11.25,19.68,North Sinai
2019-07-31,28.92,38.13,20.27,50.28,0.0,2.33,8.6,8.1703,8.9789,3.6787,8.1914,95.41,10.89,13.74,21.33,North Sinai
2019-08-01,28.88,38.07,21.65,51.04,0.0,2.48,316.5,8.0618,9.1495,3.6672,8.0957,95.54,11.38,14.63,21.76,North Sinai
2019-08-02,27.74,35.84,19.99,51.12,0.0,2.98,313.0,8.1146,8.7391,3.5796,8.1278,95.69,10.86,14.13,20.94,North Sinai
2019-08-03,27.82,34.94,20.68,48.46,0.0,2.89,316.6,7.9126,8.9825,3.5738,7.9632,95.55,10.64,13.91,20.86,North Sinai
2019-08-04,28.31,36.58,20.49,49.0,0.0,2.51,328.5,7.7239,9.1188,3.5033,7.7616,95.49,11.07,14.6,21.45,North Sinai
2019-08-05,28.4,37.08,20.3,48.98,0.0,2.9,326.5,7.811,9.2527,3.545,7.8406,95.51,10.82,14.04,21.22,North Sinai
2019-08-06,27.06,34.45,20.41,52.19,0.0,2.77,308.6,7.9999,9.1555,3.6247,8.0522,95.63,10.75,13.62,20.34,North Sinai
2019-08-07,26.78,34.4,20.32,51.15,0.0,2.13,319.2,7.8986,8.9251,3.5484,7.9193,95.69,10.25,12.73,19.76,North Sinai
2019-08-08,26.84,34.56,19.9,52.71,0.0,2.2,348.8,8.0174,8.8286,3.5839,8.0578,95.68,10.59,13.43,20.13,North Sinai
2019-08-09,26.55,33.94,20.36,50.96,0.0,2.65,330.3,7.9553,8.747,3.5698,7.9997,95.66,10.14,12.78,19.66,North Sinai
2019-08-10,26.79,34.35,20.41,34.65,0.0,2.38,305.7,8.219,8.273,3.6168,8.249,95.59,6.9,6.77,16.78,North Sinai
2019-08-11,27.43,36.43,18.71,37.28,0.0,1.96,332.3,8.1173,8.3417,3.583,8.1317,95.54,7.22,7.26,17.34,North Sinai
2019-08-12,28.83,37.07,20.99,27.41,0.0,2.27,291.8,8.0748,8.2044,3.5539,8.106,95.51,6.11,5.54,17.19,North Sinai
2019-08-13,29.6,37.17,22.82,24.21,0.0,2.39,261.9,7.987,8.3945,3.5182,8.0114,95.52,5.92,4.96,17.28,North Sinai
2019-08-14,28.28,36.25,21.26,38.44,0.0,2.46,295.4,7.8074,8.8195,3.498,7.8266,95.68,8.18,9.13,18.71,North Sinai
2019-08-15,30.39,38.3,21.45,23.48,0.0,1.78,233.5,7.8917,8.9719,3.5443,7.9315,95.71,5.87,5.23,17.81,North Sinai
2019-08-16,30.77,39.42,23.38,32.16,0.0,2.87,324.1,7.6138,9.3132,3.4567,7.6298,95.73,8.36,10.03,20.4,North Sinai
2019-08-17,28.26,36.35,21.76,46.86,0.0,2.67,346.8,7.6687,9.0058,3.4517,7.7114,95.74,10.42,13.43,20.84,North Sinai
2019-08-18,26.85,33.69,20.52,51.49,0.0,2.68,328.4,7.3843,9.0744,3.3233,7.4654,95.65,10.89,14.34,20.59,North Sinai
2019-08-19,26.43,33.81,19.97,46.15,0.0,2.51,290.2,7.7203,8.7468,3.4627,7.7371,95.77,9.23,11.51,18.97,North Sinai
2019-08-20,26.48,34.27,19.88,54.06,0.0,2.4,348.2,7.6886,8.8308,3.4668,7.7405,95.98,10.89,14.31,20.39,North Sinai
2019-08-21,25.86,33.66,19.61,57.7,0.0,2.95,13.2,7.6565,8.8927,3.4466,7.7642,95.98,11.23,14.72,20.29,North Sinai
2019-08-22,25.86,34.18,18.55,59.8,0.0,3.99,8.1,7.4702,8.8793,3.3907,7.6642,95.8,11.69,15.51,20.68,North Sinai
2019-08-23,26.99,34.86,21.39,58.83,0.0,4.17,7.3,7.4297,8.922,3.3773,7.4491,95.67,12.58,16.67,21.83,North Sinai
2019-08-24,28.1,36.67,20.44,54.2,0.0,2.54,6.7,7.3193,9.2321,3.347,7.4191,95.76,12.11,16.09,22.1,North Sinai
2019-08-25,28.78,36.72,22.32,45.42,0.0,2.06,343.1,7.4069,9.1459,3.372,7.457,95.82,10.38,13.41,21.09,North Sinai
2019-08-26,28.06,36.39,20.99,49.3,0.0,2.43,353.7,7.4304,9.0809,3.3936,7.4714,95.85,10.82,14.25,21.16,North Sinai
2019-08-27,27.4,35.26,20.25,51.86,0.0,2.84,358.9,7.2463,9.1164,3.301,7.2754,95.86,11.02,14.54,20.97,North Sinai
2019-08-28,26.93,34.62,20.49,53.16,0.0,2.44,344.9,7.1777,8.8454,3.2126,7.2163,95.82,11.0,14.39,20.66,North Sinai
2019-08-29,26.59,34.51,19.58,60.17,0.0,3.19,347.6,7.0238,8.9909,3.1447,7.0526,95.84,12.37,16.36,21.47,North Sinai
2019-08-30,27.08,34.66,21.83,58.82,0.0,3.97,1.7,7.2355,8.8548,3.2729,7.2475,95.78,12.32,15.9,21.49,North Sinai
2019-08-31,26.78,34.51,21.18,59.91,0.0,3.78,5.4,7.2348,8.869,3.2741,7.254,95.65,12.56,16.52,21.65,North Sinai
2019-09-01,26.7,34.96,20.25,59.81,0.0,3.02,2.4,7.0654,9.0523,3.2006,7.1076,95.59,12.24,16.05,21.37,North Sinai
2019-09-02,26.49,34.51,20.13,58.39,0.0,3.12,4.8,7.2245,8.7811,3.2486,7.2418,95.75,11.84,15.56,21.03,North Sinai
2019-09-03,25.27,33.39,19.11,60.32,0.0,2.47,352.0,7.3147,8.7175,3.2722,7.3438,95.79,11.45,15.14,20.2,North Sinai
2019-09-04,24.97,32.28,19.05,60.8,0.0,2.39,344.9,6.9449,9.0137,3.1476,7.1076,95.67,11.58,15.4,20.18,North Sinai
2019-09-05,25.71,33.33,18.93,53.48,0.0,2.19,339.8,7.0466,8.8128,3.179,7.0613,95.72,10.22,13.1,19.4,North Sinai
2019-09-06,27.21,35.08,20.0,48.64,0.0,2.84,1.6,7.0094,9.0439,3.2155,7.0267,95.92,10.17,13.3,20.25,North Sinai
2019-09-07,26.42,33.98,20.71,54.61,0.0,2.86,333.9,7.0006,8.9621,3.1939,7.0361,95.93,11.14,14.74,20.58,North Sinai
2019-09-08,24.73,31.66,18.9,64.35,0.0,3.08,345.3,6.4896,9.0077,2.941,6.679,95.87,12.24,16.37,20.55,North Sinai
2019-09-09,24.81,32.5,18.21,60.97,0.0,2.54,356.7,6.8239,8.891,3.0782,6.8791,95.78,11.31,14.97,19.89,North Sinai
2019-09-10,25.04,33.12,19.01,61.28,0.0,2.35,354.6,6.7195,8.9786,3.0257,6.8218,95.79,11.45,15.08,20.06,North Sinai
2019-09-11,25.15,33.39,19.52,59.31,0.0,2.53,356.8,6.8921,8.6532,3.0828,6.9384,96.03,11.04,14.35,19.75,North Sinai
2019-09-12,23.74,31.75,17.61,64.24,0.0,2.81,349.2,6.7438,8.705,3.055,6.8503,96.12,11.21,14.93,19.33,North Sinai
2019-09-13,24.94,32.35,19.36,60.47,0.0,2.89,8.9,6.6708,8.8375,3.0168,6.7642,95.88,11.32,14.92,19.93,North Sinai
2019-09-14,24.38,30.97,19.79,59.33,0.0,2.25,314.5,6.2746,8.8774,2.8176,6.5654,95.76,11.03,14.4,19.39,North Sinai
2019-09-15,24.69,31.06,19.46,53.33,0.0,2.31,302.7,6.2417,8.9018,2.8318,6.4896,95.87,10.24,13.61,19.15,North Sinai
2019-09-16,24.72,31.56,18.88,53.12,0.0,1.72,347.5,6.5906,8.6892,2.9762,6.6125,96.01,9.9,12.93,18.82,North Sinai
2019-09-17,24.1,31.89,17.94,65.04,0.0,4.09,13.5,6.673,8.7134,3.0144,6.6994,96.09,11.7,15.61,19.86,North Sinai
2019-09-18,25.21,35.37,17.46,60.4,0.0,3.37,21.2,6.5974,8.6033,2.9714,6.6079,96.08,11.05,14.58,19.89,North Sinai
2019-09-19,26.04,34.32,19.95,68.95,0.0,3.04,8.9,6.2484,9.2849,2.863,6.2642,96.07,14.19,18.8,22.42,North Sinai
2019-09-20,25.41,33.25,20.22,66.06,0.0,3.49,7.1,6.1946,9.1836,2.8601,6.2858,96.04,13.18,17.57,21.49,North Sinai
2019-09-21,23.34,31.07,17.4,62.26,0.0,3.35,358.9,6.5366,8.497,2.935,6.5508,96.01,10.53,13.7,18.52,North Sinai
2019-09-22,24.26,31.33,19.2,68.17,0.0,3.77,4.2,6.3029,8.8303,2.8553,6.3919,96.05,12.6,16.83,20.54,North Sinai
2019-09-23,24.02,31.19,18.87,64.67,0.0,4.34,14.8,6.5849,8.5966,2.9806,6.637,96.12,11.67,15.52,19.77,North Sinai
2019-09-24,23.05,31.28,16.7,64.06,0.0,3.68,23.0,6.5947,8.3177,2.9542,6.6072,96.05,10.5,13.7,18.38,North Sinai
2019-09-25,22.34,31.0,16.44,62.19,0.0,2.52,16.3,6.6694,8.0441,2.9501,6.7044,95.99,9.75,12.39,17.36,North Sinai
2019-09-26,23.8,33.28,15.75,55.24,0.0,2.23,28.0,6.3487,8.5507,2.8829,6.3653,96.06,9.01,11.26,17.53,North Sinai
2019-09-27,24.68,33.75,17.59,59.78,0.0,2.22,29.0,6.2822,8.7821,2.8572,6.2988,96.02,10.63,13.84,19.26,North Sinai
2019-09-28,23.87,31.54,18.48,68.8,0.0,2.54,5.6,6.2534,8.6494,2.8253,6.3221,96.08,12.37,16.53,20.2,North Sinai
2019-09-29,22.87,30.33,17.56,68.7,0.0,2.6,9.3,6.1846,8.5411,2.7998,6.2779,96.03,11.56,15.46,19.16,North Sinai
2019-09-30,23.51,31.25,18.06,68.68,0.0,2.79,15.7,6.1027,8.4091,2.7401,6.1373,95.9,12.04,16.1,19.8,North Sinai
2019-10-01,23.38,31.1,17.81,67.25,0.0,2.21,359.4,5.9508,8.4787,2.6666,6.0442,95.85,11.8,15.81,19.6,North Sinai
2019-10-02,23.08,31.41,16.66,55.51,0.0,1.87,315.2,6.1692,8.2322,2.7528,6.1836,96.06,8.93,10.8,16.94,North Sinai
2019-10-03,23.33,31.17,16.63,54.1,0.0,2.29,10.5,6.1272,8.353,2.7571,6.1541,96.19,8.97,11.41,17.37,North Sinai
2019-10-04,23.91,32.43,16.96,51.56,0.0,2.28,23.9,6.1114,8.365,2.7547,6.151,96.14,8.65,10.64,17.28,North Sinai
2019-10-05,24.19,33.23,17.47,54.21,0.06,2.17,7.5,5.5661,8.6866,2.5411,5.8862,95.94,9.23,11.52,17.86,North Sinai
2019-10-06,22.78,30.79,17.02,63.1,0.93,2.34,6.9,5.8846,8.4058,2.6599,5.9335,95.97,10.25,13.23,18.01,North Sinai
2019-10-07,23.37,31.76,17.09,61.98,0.9,1.55,12.5,5.9124,8.6436,2.7038,5.9273,95.94,10.45,13.68,18.53,North Sinai
2019-10-08,24.06,33.12,17.59,61.95,0.01,2.23,359.2,5.7869,8.6311,2.6198,5.8877,96.2,10.53,13.63,18.85,North Sinai
2019-10-09,23.58,32.42,17.06,62.25,0.0,2.67,17.1,5.8514,8.3712,2.6441,5.8966,96.45,10.41,13.62,18.6,North Sinai
2019-10-10,23.52,32.65,16.99,68.07,0.0,2.98,20.5,5.4086,8.7,2.4665,5.7394,96.32,11.82,15.9,19.71,North Sinai
2019-10-11,22.98,30.52,16.97,68.08,0.0,2.72,17.4,5.7295,8.2927,2.5838,5.7677,96.23,11.67,15.61,19.3,North Sinai
2019-10-12,22.09,30.32,16.26,65.46,0.0,2.52,19.4,5.621,8.484,2.5562,5.6321,96.26,10.39,13.73,17.91,North Sinai
2019-10-13,22.97,30.83,16.55,71.74,0.17,2.83,10.0,5.4029,8.7821,2.466,5.4583,96.19,12.31,16.44,19.71,North Sinai
2019-10-14,26.09,35.35,18.75,54.78,0.08,0.93,33.1,5.3134,9.0314,2.4209,5.3491,96.19,10.4,13.33,19.71,North Sinai
2019-10-15,27.5,35.77,22.34,40.91,0.58,2.13,220.5,4.2754,9.3907,1.932,4.9337,96.12,9.2,11.94,19.72,North Sinai
2019-10-16,24.49,32.89,18.85,62.34,0.11,2.26,323.6,4.7921,8.8111,2.1216,4.8782,96.21,11.35,15.02,19.76,North Sinai
2019-10-17,23.14,31.15,18.51,67.16,0.15,2.03,358.1,5.3846,8.2606,2.3906,5.4144,96.4,11.22,14.71,18.92,North Sinai
2019-10-18,21.92,29.08,17.13,69.61,0.11,2.94,13.4,5.2694,8.245,2.3765,5.4286,96.41,10.98,14.48,18.2,North Sinai
2019-10-19,21.5,29.18,15.9,66.22,0.06,2.61,32.9,5.2111,8.471,2.3825,5.225,96.45,10.22,13.5,17.5,North Sinai
2019-10-20,22.46,30.08,15.92,57.65,0.0,2.69,28.0,5.2322,8.4437,2.4089,5.2541,96.5,9.14,11.8,17.13,North Sinai
2019-10-21,22.94,29.85,17.77,51.05,0.0,2.02,41.7,5.046,8.7024,2.3282,5.075,96.21,8.63,10.99,16.97,North Sinai
2019-10-22,21.93,29.25,15.86,59.83,0.1,2.67,38.5,4.2588,9.1354,1.9762,4.9769,95.84,9.4,12.11,17.02,North Sinai
2019-10-23,20.35,25.02,16.54,73.59,0.77,2.04,275.7,3.5412,8.8745,1.6265,4.7995,95.76,11.08,14.78,17.57,North Sinai
2019-10-24,19.3,25.6,14.01,61.51,0.02,3.09,251.3,4.8658,8.1386,2.2162,4.9819,95.94,8.36,10.44,14.87,North Sinai
2019-10-25,19.7,25.75,14.13,56.97,0.03,3.3,234.7,4.542,8.5706,2.0602,4.8298,95.94,8.03,9.98,14.84,North Sinai
2019-10-26,20.64,25.64,17.14,67.74,1.22,4.04,244.1,1.5744,9.3106,0.7838,4.535,95.9,10.49,14.08,17.36,North Sinai
2019-10-27,19.83,25.26,15.45,69.9,0.14,2.56,352.6,4.6452,8.5627,2.1254,4.8082,96.09,10.17,13.62,16.73,North Sinai
2019-10-28,19.42,25.93,15.7,65.03,0.02,1.59,299.5,4.7297,8.0482,2.0926,4.8528,96.02,9.1,11.59,15.51,North Sinai
2019-10-29,17.85,24.25,12.9,66.31,0.0,1.94,308.5,4.8902,7.9442,2.1979,4.9418,96.2,8.32,10.42,14.14,North Sinai
2019-10-30,18.63,25.01,14.04,74.09,0.01,2.63,28.1,4.8578,8.136,2.1998,4.8804,96.41,9.87,13.06,15.85,North Sinai
2019-10-31,19.4,25.73,15.13,74.99,0.01,3.06,15.1,4.6493,8.2248,2.1079,4.7988,96.35,10.43,13.95,16.68,North Sinai
2019-11-01,18.8,25.15,15.04,66.13,0.01,2.45,2.1,4.6738,7.8677,2.0957,4.8058,96.25,8.83,11.05,14.92,North Sinai
2019-11-02,18.77,25.43,12.97,61.23,0.0,2.32,56.5,4.7899,7.9006,2.16,4.8221,96.27,8.06,10.04,14.4,North Sinai
2019-11-03,19.01,27.39,12.93,64.69,0.0,2.64,51.7,4.6891,7.8214,2.1108,4.7453,96.38,8.19,9.79,14.4,North Sinai
2019-11-04,18.81,27.77,12.23,61.0,0.0,2.0,60.7,4.7784,7.7767,2.1235,4.7976,96.49,7.53,8.16,13.49,North Sinai
2019-11-05,20.01,29.23,13.75,62.49,0.0,2.06,340.4,4.512,7.9094,2.0153,4.542,96.24,8.55,10.17,15.09,North Sinai
2019-11-06,19.91,26.56,15.35,73.83,0.0,2.27,343.2,4.1702,8.393,1.8835,4.2314,96.08,10.89,14.59,17.25,North Sinai
2019-11-07,20.96,28.89,15.32,55.21,0.0,0.95,23.9,4.2197,8.3292,1.897,4.247,95.99,7.99,9.26,15.11,North Sinai
2019-11-08,20.99,28.34,15.91,47.54,0.0,2.13,321.9,4.271,8.2392,1.9229,4.3932,96.08,7.25,8.29,14.64,North Sinai
2019-11-09,20.02,27.11,15.46,75.3,0.02,3.06,0.0,4.3013,8.167,1.9157,4.3202,96.26,11.13,14.87,17.44,North Sinai
2019-11-10,20.97,28.73,16.29,69.14,0.02,1.88,24.7,3.8477,8.5495,1.7518,4.1438,96.15,10.43,13.59,17.28,North Sinai
2019-11-11,22.1,30.24,16.17,41.09,0.0,2.63,81.3,4.2317,8.3484,1.9176,4.2487,96.12,6.62,6.71,14.4,North Sinai
2019-11-12,21.36,28.65,15.49,47.43,0.0,2.39,78.3,4.3738,8.1804,1.9558,4.434,96.03,7.4,8.76,15.06,North Sinai
2019-11-13,23.07,31.18,17.39,36.03,0.0,2.33,223.1,4.189,8.13,1.8319,4.2197,95.9,6.11,5.9,14.48,North Sinai
2019-11-14,22.7,30.28,17.13,35.9,0.0,2.36,238.7,4.0882,8.0537,1.8161,4.1112,95.97,6.21,6.28,14.49,North Sinai
2019-11-15,19.05,24.66,14.73,70.75,0.26,3.08,327.6,3.9931,7.962,1.7945,4.1285,96.34,9.83,13.06,16.06,North Sinai
2019-11-16,16.78,22.8,12.4,73.55,0.08,2.68,353.5,3.3566,8.1139,1.537,4.1971,96.21,8.69,11.22,14.0,North Sinai
2019-11-17,17.31,24.39,11.14,64.0,0.0,3.35,84.5,3.7834,8.0071,1.7105,4.0488,96.12,7.72,9.41,13.36,North Sinai
2019-11-18,17.48,24.58,13.14,41.06,0.0,3.33,111.3,4.1789,7.6058,1.8578,4.2146,96.34,5.13,3.41,10.45,North Sinai
2019-11-19,15.32,23.5,10.04,23.94,0.0,2.74,108.1,4.4789,6.7994,1.9346,4.5252,96.47,2.54,-5.88,4.72,North Sinai
2019-11-20,14.18,23.55,7.9,21.82,0.0,2.48,116.5,4.5055,6.5441,1.9054,4.5257,96.44,2.05,-8.46,2.86,North Sinai
2019-11-21,15.1,22.9,7.65,23.57,0.0,1.63,165.0,3.7879,6.8863,1.609,4.4184,96.37,2.37,-6.7,4.2,North Sinai
2019-11-22,15.61,23.54,11.01,34.86,0.0,2.16,274.0,4.1232,7.1364,1.7594,4.1954,96.3,3.66,-1.63,6.99,North Sinai
2019-11-23,14.08,20.55,10.19,69.88,0.0,1.64,18.7,3.9178,7.4078,1.7395,3.9444,96.46,7.01,8.1,11.09,North Sinai
2019-11-24,14.07,21.61,8.79,77.37,0.0,1.85,39.3,3.7421,7.5706,1.6742,4.0063,96.41,7.74,9.51,11.79,North Sinai
2019-11-25,17.37,26.98,9.18,46.52,0.0,3.04,195.9,4.0037,7.4573,1.7705,4.0493,96.13,5.07,2.47,9.92,North Sinai
2019-11-26,20.3,28.4,15.17,31.29,0.0,4.89,218.2,3.9194,7.5883,1.7249,3.9914,95.99,4.6,1.62,10.96,North Sinai
2019-11-27,15.7,22.08,11.17,37.41,0.0,2.92,260.5,3.9298,7.2821,1.7345,3.943,96.18,4.15,0.37,8.03,North Sinai
2019-11-28,14.77,21.38,10.62,52.36,0.0,1.46,324.2,3.954,7.4455,1.7844,3.9922,96.45,5.58,4.52,9.64,North Sinai
2019-11-29,14.24,22.35,8.73,70.91,0.0,2.02,46.1,3.9581,7.3769,1.7683,3.995,96.59,6.86,7.25,10.75,North Sinai
2019-11-30,14.18,21.71,9.66,77.12,0.0,2.27,35.5,4.0322,7.2514,1.7928,4.062,96.45,7.91,9.68,11.93,North Sinai
2019-12-01,15.25,20.9,11.15,77.77,0.0,2.4,345.7,3.4738,7.7047,1.5562,3.8597,96.28,8.71,11.27,13.26,North Sinai
2019-12-02,13.98,20.54,9.74,72.88,0.63,2.62,329.9,3.8705,7.4657,1.7381,4.0805,96.49,7.28,8.39,11.19,North Sinai
2019-12-03,12.69,19.12,8.94,69.06,0.01,1.75,20.8,3.306,7.4203,1.4818,4.0644,96.55,6.26,6.48,9.58,North Sinai
2019-12-04,12.52,19.67,8.12,70.94,0.0,1.78,33.8,3.8381,7.2482,1.7081,4.0142,96.53,6.28,6.49,9.51,North Sinai
2019-12-05,13.19,20.35,8.0,79.96,0.29,1.73,11.0,3.6816,7.4467,1.6452,3.823,96.6,7.65,9.31,11.25,North Sinai
2019-12-06,13.86,18.73,10.74,73.58,0.82,3.08,315.1,3.5071,7.6282,1.5859,3.899,96.62,7.5,8.94,11.4,North Sinai
2019-12-07,13.15,17.97,10.33,62.86,0.07,2.21,329.7,3.5513,7.4921,1.5895,3.9034,96.55,5.98,5.8,9.48,North Sinai
2019-12-08,12.94,17.7,7.7,68.81,0.96,2.5,272.1,3.4764,7.6082,1.5487,3.7018,96.39,6.58,7.05,9.99,North Sinai
2019-12-09,14.06,18.55,10.91,75.4,1.23,2.44,268.4,2.9549,7.919,1.3385,3.7774,96.24,7.66,9.38,11.72,North Sinai
2019-12-10,15.55,22.22,10.69,61.36,0.08,1.88,225.2,3.0773,7.7894,1.3865,3.6034,96.13,6.76,7.53,11.54,North Sinai
2019-12-11,13.79,19.16,9.31,58.07,0.0,2.56,217.7,1.9632,7.8847,0.9125,3.4574,96.09,5.8,5.21,9.5,North Sinai
2019-12-12,12.36,18.9,8.06,57.15,0.34,4.12,243.8,2.748,7.5187,1.2338,3.5282,95.83,5.28,3.71,8.03,North Sinai
2019-12-13,11.67,17.83,7.56,67.54,0.01,3.93,241.4,3.0096,7.309,1.3104,3.0218,96.15,5.89,5.56,8.62,North Sinai
2019-12-14,11.35,17.61,7.29,58.9,0.0,3.49,229.2,3.456,6.9192,1.5038,3.6233,96.24,4.87,2.73,7.04,North Sinai
2019-12-15,11.6,17.82,8.1,60.11,1.73,3.94,215.0,2.0904,7.7731,0.9511,3.1762,96.14,5.21,3.64,7.62,North Sinai
2019-12-16,10.58,16.87,5.98,76.96,0.02,2.5,25.7,3.6391,7.0579,1.6272,3.6718,96.74,6.14,6.2,8.39,North Sinai
2019-12-17,10.66,17.4,6.97,82.45,0.01,1.88,33.3,3.7111,7.1143,1.6464,3.7778,97.1,6.77,7.67,9.16,North Sinai
2019-12-18,10.96,18.6,6.83,78.08,0.0,2.23,61.8,3.8726,6.786,1.6932,3.8914,97.31,6.46,6.92,8.94,North Sinai
2019-12-19,11.01,20.65,4.87,42.52,0.0,2.38,105.3,3.9228,6.5443,1.6714,3.9811,97.22,3.22,-2.99,4.01,North Sinai
2019-12-20,12.23,21.52,5.27,34.2,0.0,2.08,160.3,4.0039,6.2914,1.68,4.027,96.89,2.85,-4.39,3.92,North Sinai
2019-12-21,10.69,19.66,5.2,33.48,0.0,1.66,80.7,3.865,6.4805,1.6663,3.9439,96.68,2.59,-5.55,2.57,North Sinai
2019-12-22,9.97,18.86,3.94,54.74,0.0,1.7,76.5,3.8561,6.6122,1.6685,3.8818,96.57,4.04,0.13,5.05,North Sinai
2019-12-23,11.38,20.25,5.52,45.6,0.0,3.34,228.0,3.7426,6.6326,1.595,3.811,96.16,3.83,-1.0,5.19,North Sinai
2019-12-24,12.26,19.06,7.54,63.17,0.0,5.23,228.0,3.4058,7.1321,1.4981,3.4224,95.97,5.5,4.45,8.36,North Sinai
2019-12-25,11.52,15.36,7.53,64.62,0.08,6.5,237.3,2.8195,7.5178,1.231,3.011,96.0,5.61,4.84,8.18,North Sinai
2019-12-26,11.59,15.59,7.81,63.86,0.13,6.95,239.1,3.042,7.6409,1.3536,3.377,96.03,5.56,4.73,8.16,North Sinai
2019-12-27,10.3,14.85,6.88,66.26,0.43,4.5,260.4,3.0665,7.3236,1.3464,3.6614,96.21,5.27,3.97,7.13,North Sinai
2019-12-28,9.25,15.42,4.44,69.44,0.08,1.98,245.7,3.6434,6.7512,1.6138,3.7718,96.33,5.06,3.4,6.32,North Sinai
2019-12-29,10.46,17.72,5.28,57.38,0.0,2.27,220.0,3.797,6.6314,1.6493,3.8136,96.19,4.43,1.5,5.98,North Sinai
2019-12-30,10.05,16.18,4.62,55.91,0.0,4.31,228.5,3.4087,6.8191,1.4935,3.6175,96.33,4.38,1.28,5.67,North Sinai
